order_id,date,region,product,customer_id,quantity,unit_price,revenue,cost
ORD-00089,2024-05-14,West,Webcam,CUST-0024,7.0,90.86,636.02,318.01
ORD-00090,2023-01-11,Central,Headphones,CUST-0072,15.0,170.16,2552.4,1148.58
ORD-00091,2023-09-04,West,USB Hub,CUST-0098,17.0,36.53,621.01,186.3
ORD-00092,2024-02-19,North,Headphones,CUST-0029,10.0,141.28,1412.8,635.76
ORD-00093,2024-07-17,Central,Webcam,CUST-0055,9.0,90.78,817.02,408.51
ORD-00094,2023-07-17,South,Monitor,CUST-0093,11.0,398.64,4385.04,2411.77
ORD-00095,2024-05-10,South,Mouse,CUST-0028,9.0,48.03,432.27,151.29
ORD-00096,2023-10-31,East,Monitor,CUST-0025,6.0,431.22,2587.32,1423.03
ORD-00097,2023-02-25,South,Headphones,CUST-0006,18.0,140.65,2531.7,1139.27
ORD-00098,2024-08-10,West,Monitor,CUST-0002,11.0,445.87,4904.57,2697.51
ORD-00099,2023-04-27,North,Headphones,CUST-0062,3.0,145.53,436.59,196.47
ORD-00100,2024-07-30,North,Keyboard,CUST-0020,13.0,74.42,967.46,386.98
ORD-00101,2024-09-25,West,External SSD,CUST-0077,8.0,129.92,1039.36,519.68
ORD-00102,2023-11-09,East,External SSD,CUST-0055,15.0,124.36,1865.4,932.7
ORD-00103,2024-11-07,South,Mouse,CUST-0034,3.0,40.37,121.11,42.39
ORD-00104,2024-12-06,North,Desk Chair,CUST-0058,26.0,346.84,9017.84,4508.92
ORD-00105,2024-12-04,East,Standing Desk,CUST-0010,6.0,676.3,4057.8,2231.79
ORD-00106,2024-07-11,South,Desk Chair,CUST-0015,8.0,365.5,2924.0,1462.0
ORD-00107,2023-11-11,North,Laptop,CUST-0022,26.0,1289.62,33530.12,21794.58
ORD-00108,2023-11-08,North,Standing Desk,CUST-0089,16.0,679.68,10874.88,5981.18
ORD-00109,2024-03-18,North,External SSD,CUST-0006,14.0,123.73,1732.22,866.11
ORD-00110,2024-11-19,Central,External SSD,CUST-0003,8.0,122.74,981.92,490.96
ORD-00111,2023-07-05,Central,Standing Desk,CUST-0036,17.0,588.46,10003.82,5502.1
ORD-00112,2023-12-08,West,Webcam,CUST-0053,12.0,99.85,1198.2,599.1
ORD-00113,2024-02-15,West,Headphones,CUST-0085,19.0,129.15,2453.85,1104.23
ORD-00114,2023-01-02,North,Desk Chair,CUST-0066,23.0,346.01,7958.23,3979.11
ORD-00115,2024-03-28,Central,Standing Desk,CUST-0081,1.0,546.64,546.64,300.65
ORD-00116,2023-01-30,West,Standing Desk,CUST-0016,22.0,653.88,14385.36,7911.95
ORD-00117,2023-04-06,North,USB Hub,CUST-0053,10.0,40.17,401.7,120.51
ORD-00118,2023-10-26,North,Keyboard,CUST-0064,22.0,90.24,1985.28,794.11
ORD-00119,2024-07-18,West,Mouse,CUST-0059,5.0,43.43,217.15,76.0
ORD-00120,2024-02-29,South,Monitor,CUST-0036,11.0,508.62,5594.82,3077.15
ORD-00121,2024-08-16,East,Headphones,CUST-0076,12.0,166.44,1997.28,898.78
ORD-00122,2024-07-10,East,USB Hub,CUST-0098,10.0,34.53,345.3,103.59
ORD-00123,2023-08-28,South,External SSD,CUST-0050,14.0,103.57,1449.98,724.99
ORD-00124,2024-10-29,West,Desk Chair,CUST-0085,5.0,349.51,1747.55,873.77
ORD-00125,2024-03-26,Central,Webcam,CUST-0013,3.0,95.74,287.22,143.61
ORD-00126,2024-04-25,West,Keyboard,CUST-0010,9.0,80.88,727.92,291.17
ORD-00127,2023-11-21,East,USB Hub,CUST-0049,12.0,38.91,466.92,140.08
ORD-00128,2023-04-03,East,Mouse,CUST-0096,11.0,51.46,566.06,198.12
ORD-00129,2024-12-11,North,Standing Desk,CUST-0022,13.0,672.62,8744.06,4809.23
ORD-00130,2024-03-17,East,Webcam,CUST-0048,4.0,87.71,350.84,175.42
ORD-00131,2023-03-22,South,Keyboard,CUST-0023,20.0,94.46,1889.2,755.68
ORD-00132,2024-04-17,Central,Keyboard,CUST-0030,8.0,83.97,671.76,268.7
ORD-00133,2024-07-13,West,Headphones,CUST-0087,6.0,130.82,784.92,353.21
ORD-00134,2023-09-14,East,Desk Chair,CUST-0089,12.0,386.26,4635.12,2317.56
ORD-00135,2024-01-26,West,Monitor,CUST-0031,20.0,430.96,8619.2,4740.56
ORD-00136,2023-01-09,North,Desk Chair,CUST-0036,24.0,388.33,9319.92,4659.96
ORD-00137,2023-08-24,Central,Standing Desk,CUST-0037,18.0,654.35,11778.3,6478.07
ORD-00138,2023-04-10,East,Keyboard,CUST-0081,1.0,80.13,80.13,32.05
ORD-00139,2023-12-01,South,Monitor,CUST-0038,14.0,406.21,5686.94,3127.82
ORD-00140,2023-10-07,East,USB Hub,CUST-0065,4.0,32.45,129.8,38.94
ORD-00141,2024-04-24,East,Webcam,CUST-0015,2.0,84.76,169.52,84.76
ORD-00142,2023-04-03,West,USB Hub,CUST-0047,14.0,29.9,418.6,125.58
ORD-00143,2024-10-15,East,External SSD,CUST-0049,9.0,105.9,953.1,476.55
ORD-00144,2023-08-15,Central,Webcam,CUST-0079,2.0,98.86,197.72,98.86
ORD-00145,2023-02-16,West,Monitor,CUST-0018,2.0,423.59,847.18,465.95
ORD-00146,2024-04-09,Central,Keyboard,CUST-0050,10.0,89.35,893.5,357.4
ORD-00147,2023-06-08,West,External SSD,CUST-0096,15.0,125.58,1883.7,941.85
ORD-00148,2024-01-15,East,Laptop,CUST-0089,5.0,1179.62,5898.1,3833.76
ORD-00149,2024-10-22,North,Webcam,CUST-0070,15.0,82.48,1237.2,618.6
ORD-00150,2023-08-06,West,Monitor,CUST-0085,22.0,513.6,11299.2,6214.56
ORD-00151,2023-03-12,South,External SSD,CUST-0027,18.0,109.46,1970.28,985.14
ORD-00152,2023-01-03,East,Keyboard,CUST-0077,7.0,94.14,658.98,263.59
ORD-00153,2024-11-07,East,Keyboard,CUST-0015,1.0,75.61,75.61,30.24
ORD-00154,2023-06-28,Central,Webcam,CUST-0003,8.0,82.24,657.92,328.96
ORD-00155,2024-01-06,North,Standing Desk,CUST-0058,22.0,616.86,13570.92,7464.01
ORD-00156,2024-11-05,Central,Laptop,CUST-0094,15.0,1128.59,16928.85,11003.75
ORD-00157,2024-12-03,West,Desk Chair,CUST-0055,4.0,348.98,1395.92,697.96
ORD-00158,2023-06-01,North,Webcam,CUST-0078,3.0,84.35,253.05,126.52
ORD-00159,2024-06-27,East,Desk Chair,CUST-0077,8.0,345.14,2761.12,1380.56
ORD-00160,2023-08-09,North,USB Hub,CUST-0093,18.0,34.49,620.82,186.25
ORD-00161,2023-04-08,West,Desk Chair,CUST-0054,12.0,342.31,4107.72,2053.86
ORD-00162,2023-04-04,South,Standing Desk,CUST-0009,3.0,526.78,1580.34,869.19
ORD-00163,2024-08-23,South,USB Hub,CUST-0008,18.0,35.65,641.7,192.51
ORD-00164,2024-09-06,West,Laptop,CUST-0037,11.0,1146.59,12612.49,8198.12
ORD-00165,2023-12-25,West,Mouse,CUST-0014,19.0,43.21,820.99,287.35
ORD-00166,2024-09-28,West,USB Hub,CUST-0099,22.0,36.84,810.48,243.14
ORD-00167,2023-10-07,East,Laptop,CUST-0024,8.0,1351.75,10814.0,7029.1
ORD-00168,2024-02-15,South,External SSD,CUST-0085,3.0,107.11,321.33,160.66
ORD-00169,2024-03-05,Central,Mouse,CUST-0049,13.0,42.85,557.05,194.97
ORD-00170,2023-02-23,Central,External SSD,CUST-0011,4.0,107.67,430.68,215.34
ORD-00171,2024-03-10,East,Standing Desk,CUST-0085,12.0,619.27,7431.24,4087.18
ORD-00172,2024-03-16,Central,Monitor,CUST-0045,3.0,420.74,1262.22,694.22
ORD-00173,2024-02-09,East,Laptop,CUST-0029,16.0,1039.72,16635.52,10813.09
ORD-00174,2023-12-02,South,Headphones,CUST-0038,4.0,127.85,511.4,230.13
ORD-00175,2023-08-24,West,USB Hub,CUST-0091,18.0,35.62,641.16,192.35
ORD-00176,2023-01-20,West,Laptop,CUST-0056,16.0,1351.62,21625.92,14056.85
ORD-00177,2024-10-17,Central,Desk Chair,CUST-0091,12.0,327.9,3934.8,1967.4
ORD-00178,2024-12-07,South,External SSD,CUST-0059,12.0,105.17,1262.04,631.02
ORD-00179,2023-03-22,Central,Desk Chair,CUST-0068,11.0,388.91,4278.01,2139.01
ORD-00180,2024-10-10,South,Monitor,CUST-0066,4.0,454.13,1816.52,999.09
ORD-00181,2023-04-16,East,Keyboard,CUST-0031,4.0,78.78,315.12,126.05
ORD-00182,2024-10-05,North,Keyboard,CUST-0099,20.0,84.08,1681.6,672.64
ORD-00183,2024-10-04,Central,External SSD,CUST-0042,9.0,107.43,966.87,483.44
ORD-00184,2023-02-27,East,Headphones,CUST-0076,9.0,150.33,1352.97,608.84
ORD-00185,2023-03-20,North,Webcam,CUST-0037,3.0,98.28,294.84,147.42
ORD-00186,2024-08-08,Central,Laptop,CUST-0058,6.0,1135.75,6814.5,4429.43
ORD-00187,2023-12-18,North,Standing Desk,CUST-0014,3.0,600.82,1802.46,991.35
ORD-00188,2024-06-19,West,Standing Desk,CUST-0068,22.0,538.57,11848.54,6516.7
ORD-00189,2024-09-04,West,Webcam,CUST-0087,2.0,103.24,206.48,103.24
ORD-00190,2024-01-31,North,USB Hub,CUST-0087,13.0,32.4,421.2,126.36
ORD-00191,2023-03-25,Central,Keyboard,CUST-0043,17.0,89.17,1515.89,606.36
ORD-00192,2024-12-26,West,Keyboard,CUST-0077,3.0,80.14,240.42,96.17
ORD-00193,2024-10-23,South,USB Hub,CUST-0012,14.0,35.09,4992.21,147.38
ORD-00194,2023-08-20,East,Standing Desk,CUST-0025,4.0,537.89,2151.56,1183.36
ORD-00195,2024-06-23,Central,USB Hub,CUST-0095,1.0,36.7,36.7,11.01
ORD-00196,2023-06-16,Central,Desk Chair,CUST-0020,5.0,384.79,1923.95,961.98
ORD-00197,2024-02-25,South,Standing Desk,CUST-0006,12.0,631.75,7581.0,4169.55
ORD-00198,2024-06-30,East,Standing Desk,CUST-0030,6.0,565.7,3394.2,1866.81
ORD-00199,2024-08-07,South,Webcam,CUST-0087,15.0,93.91,1408.65,704.32
ORD-00200,2023-07-24,Central,Desk Chair,CUST-0021,18.0,312.03,5616.54,2808.27
ORD-00201,2024-12-29,East,USB Hub,CUST-0014,13.0,38.69,502.97,150.89
ORD-00202,2023-05-31,East,Standing Desk,CUST-0066,11.0,526.51,5791.61,3185.39
ORD-00203,2023-02-24,East,Laptop,CUST-0054,10.0,1200.72,12007.2,7804.68
ORD-00204,2023-11-23,East,Mouse,CUST-0004,3.0,49.58,148.74,52.06
ORD-00205,2024-04-28,South,Laptop,CUST-0037,5.0,1293.18,6465.9,4202.84
ORD-00206,2023-08-09,North,Laptop,CUST-0033,6.0,1217.57,7305.42,4748.52
ORD-00207,2023-11-05,North,Headphones,CUST-0031,5.0,129.65,648.25,291.71
ORD-00208,2024-05-26,West,Monitor,CUST-0015,22.0,454.87,10007.14,5503.93
ORD-00209,2023-01-02,South,Headphones,CUST-0055,20.0,143.38,2867.6,1290.42
ORD-00210,2023-03-11,North,USB Hub,CUST-0047,22.0,35.46,780.12,234.04
ORD-00211,2023-02-14,North,Desk Chair,CUST-0061,16.0,400.51,6408.16,3204.08
ORD-00212,2024-11-03,North,Webcam,CUST-0031,5.0,102.74,513.7,256.85
ORD-00213,2023-12-13,North,Webcam,CUST-0070,7.0,104.42,730.94,365.47
ORD-00214,2023-03-06,West,Keyboard,CUST-0018,16.0,73.19,1171.04,468.42
ORD-00215,2024-06-11,North,Webcam,CUST-0040,16.0,108.94,1743.04,871.52
ORD-00216,2023-02-18,South,Headphones,CUST-0046,11.0,139.79,1537.69,691.96
ORD-00217,2023-12-14,West,Standing Desk,CUST-0050,6.0,599.32,3595.92,1977.76
ORD-00218,2024-03-10,Central,Headphones,CUST-0011,2.0,146.88,293.76,132.19
ORD-00219,2023-03-23,East,Webcam,CUST-0014,8.0,99.59,796.72,398.36
ORD-00220,2024-03-30,West,Keyboard,CUST-0089,13.0,83.65,1087.45,434.98
ORD-00221,2024-10-16,Central,Desk Chair,CUST-0036,1.0,305.38,305.38,152.69
ORD-00222,2024-09-14,South,Laptop,CUST-0019,15.0,1032.53,15487.95,10067.17
ORD-00223,2024-08-03,East,Webcam,CUST-0050,1.0,98.0,98.0,49.0
ORD-00224,2023-03-20,East,Standing Desk,CUST-0098,15.0,534.79,8021.85,4412.02
ORD-00225,2023-01-27,East,Mouse,CUST-0015,4.0,44.99,179.96,62.99
ORD-00226,2024-04-01,East,Headphones,CUST-0091,5.0,172.34,861.7,387.76
ORD-00227,2023-05-19,West,Mouse,CUST-0016,3.0,44.35,133.05,46.57
ORD-00228,2023-12-22,North,Webcam,CUST-0086,3.0,96.42,289.26,144.63
ORD-00229,2024-06-04,South,Keyboard,CUST-0047,8.0,75.34,602.72,241.09
ORD-00230,2024-07-21,West,Laptop,CUST-0047,20.0,1152.81,23056.2,14986.53
ORD-00231,2023-11-13,Central,Monitor,CUST-0009,11.0,517.45,5691.95,3130.57
ORD-00232,2023-05-09,West,External SSD,CUST-0010,12.0,125.12,1501.44,750.72
ORD-00233,2024-07-18,East,Keyboard,CUST-0100,15.0,76.89,1153.35,461.34
ORD-00234,2023-06-06,North,Monitor,CUST-0067,13.0,404.73,5261.49,2893.82
ORD-00235,2023-03-22,East,USB Hub,CUST-0037,7.0,31.81,222.67,66.8
ORD-00236,2023-04-06,East,External SSD,CUST-0069,13.0,125.08,1626.04,813.02
ORD-00237,2024-09-11,South,External SSD,CUST-0093,11.0,132.33,1455.63,727.82
ORD-00238,2024-10-18,North,Monitor,CUST-0006,24.0,418.23,10037.52,5520.64
ORD-00239,2024-10-04,Central,Laptop,CUST-0064,16.0,1124.28,17988.48,11692.51
ORD-00240,2023-03-16,West,Headphones,CUST-0059,2.0,134.61,269.22,121.15
ORD-00241,2023-11-17,East,External SSD,CUST-0019,8.0,128.43,1027.44,513.72
ORD-00242,2024-07-29,South,Webcam,CUST-0066,4.0,89.84,359.36,179.68
ORD-00243,2023-02-21,South,Keyboard,CUST-0013,10.0,96.36,963.6,385.44
ORD-00244,2023-11-17,South,Webcam,CUST-0074,7.0,102.5,717.5,358.75
ORD-00245,2023-01-24,West,Headphones,CUST-0064,3.0,170.04,510.12,229.55
ORD-00246,2023-02-19,South,External SSD,CUST-0046,2.0,112.13,224.26,112.13
ORD-00247,2023-01-09,West,Headphones,CUST-0069,4.0,146.89,587.56,264.4
ORD-00248,2024-02-15,West,Webcam,CUST-0006,2.0,97.0,194.0,97.0
ORD-00249,2024-04-06,North,Desk Chair,CUST-0065,23.0,326.87,7518.01,3759.01
ORD-00250,2024-02-08,North,Keyboard,CUST-0013,15.0,92.52,1387.8,555.12
ORD-00251,2024-06-05,South,Mouse,CUST-0078,13.0,45.0,585.0,204.75
ORD-00252,2024-04-12,East,Standing Desk,CUST-0067,4.0,619.13,2476.52,1362.09
ORD-00253,2024-02-07,Central,Webcam,CUST-0021,18.0,101.82,1832.76,916.38
ORD-00254,2024-12-26,Central,USB Hub,CUST-0063,17.0,32.9,559.3,167.79
ORD-00255,2023-11-12,North,Desk Chair,CUST-0075,1.0,360.18,360.18,180.09
ORD-00256,2023-02-22,Central,External SSD,CUST-0030,17.0,119.3,2028.1,1014.05
ORD-00257,2023-09-06,West,Keyboard,CUST-0088,2.0,86.85,173.7,69.48
ORD-00258,2023-06-05,West,Webcam,CUST-0054,15.0,100.43,1506.45,753.23
ORD-00259,2023-05-22,West,Laptop,CUST-0091,18.0,1094.64,19703.52,12807.29
ORD-00260,2023-06-27,Central,Desk Chair,CUST-0041,13.0,393.27,5112.51,2556.26
ORD-00261,2023-07-16,East,External SSD,CUST-0062,6.0,112.04,672.24,336.12
ORD-00262,2023-08-01,East,Headphones,CUST-0091,12.0,141.77,1701.24,765.56
ORD-00263,2024-08-10,East,Headphones,CUST-0016,14.0,144.59,2024.26,910.92
ORD-00264,2023-10-22,South,Headphones,CUST-0006,3.0,143.09,429.27,193.17
ORD-00265,2024-07-05,West,Mouse,CUST-0026,9.0,50.85,457.65,160.18
ORD-00266,2023-09-06,Central,External SSD,CUST-0031,1.0,126.11,126.11,63.05
ORD-00267,2023-12-05,North,Monitor,CUST-0053,,396.07,7921.4,4356.77
ORD-00268,2024-10-30,Central,Keyboard,CUST-0053,14.0,84.42,1181.88,472.75
ORD-00269,2023-03-02,East,Headphones,CUST-0083,2.0,156.85,313.7,141.16
ORD-00270,2023-06-30,North,Keyboard,CUST-0054,2.0,97.68,195.36,78.14
ORD-00271,2023-11-02,East,Laptop,CUST-0002,15.0,1237.0,18555.0,12060.75
ORD-00272,2024-05-20,West,USB Hub,CUST-0068,5.0,38.69,193.45,58.03
ORD-00273,2024-04-14,North,Webcam,CUST-0021,11.0,101.23,11535.93,556.76
ORD-00274,2024-10-16,South,Keyboard,CUST-0079,13.0,93.34,1213.42,485.37
ORD-00275,2024-05-03,North,Keyboard,CUST-0018,14.0,96.11,14377.12,538.22
ORD-00276,2024-08-19,East,Webcam,CUST-0039,15.0,81.08,1216.2,608.1
ORD-00277,2023-11-11,North,Monitor,CUST-0060,7.0,437.23,3060.61,1683.34
ORD-00278,2023-10-30,East,Monitor,CUST-0082,9.0,465.47,4189.23,2304.08
ORD-00279,2024-09-12,South,Standing Desk,CUST-0096,12.0,584.85,7018.2,3860.01
ORD-00280,2023-09-11,Central,Mouse,CUST-0098,18.0,50.04,900.72,315.25
ORD-00281,2023-04-25,East,Monitor,CUST-0073,1.0,494.38,494.38,271.91
ORD-00282,2023-12-02,Central,Keyboard,CUST-0022,15.0,83.52,1252.8,501.12
ORD-00283,2024-04-01,West,Monitor,CUST-0066,2.0,443.71,887.42,488.08
ORD-00284,2024-11-19,North,USB Hub,CUST-0060,13.0,37.34,485.42,145.63
ORD-00285,2023-02-16,South,External SSD,CUST-0010,14.0,114.4,1601.6,800.8
ORD-00286,2023-10-21,North,Standing Desk,CUST-0005,18.0,542.4,9763.2,5369.76
ORD-00287,2024-04-04,West,Webcam,CUST-0049,14.0,91.46,1280.44,640.22
ORD-00288,2023-12-23,Central,Keyboard,CUST-0084,3.0,76.8,230.4,92.16
ORD-00289,2023-01-24,South,Laptop,CUST-0097,10.0,1186.68,11866.8,7713.42
ORD-00290,2024-04-16,West,Mouse,CUST-0032,13.0,40.34,524.42,183.55
ORD-00291,2024-03-05,North,Laptop,CUST-0085,26.0,1295.78,33690.28,21898.68
ORD-00292,2024-08-31,South,Monitor,CUST-0013,2.0,442.77,885.54,487.05
ORD-00293,2024-03-25,South,Laptop,CUST-0052,8.0,1214.31,9714.48,6314.41
ORD-00294,2023-08-28,South,USB Hub,CUST-0038,19.0,33.1,628.9,188.67
ORD-00295,2023-05-27,East,Mouse,CUST-0039,13.0,41.23,535.99,187.6
ORD-00296,2024-11-26,Central,Keyboard,CUST-0081,12.0,86.42,1037.04,414.82
ORD-00297,2024-12-14,West,USB Hub,CUST-0041,15.0,34.04,510.6,153.18
ORD-00298,2023-08-19,Central,Standing Desk,CUST-0031,9.0,664.36,5979.24,3288.58
ORD-00299,2024-03-02,North,USB Hub,CUST-0053,23.0,35.31,812.13,243.64
ORD-00300,2024-01-15,East,Monitor,CUST-0058,2.0,454.81,909.62,500.29
ORD-00301,2023-02-10,West,External SSD,CUST-0078,3.0,108.77,326.31,163.16
ORD-00302,2023-08-02,Central,Mouse,CUST-0062,9.0,42.34,381.06,133.37
ORD-00303,2024-05-05,South,Monitor,CUST-0096,8.0,476.41,3811.28,2096.2
ORD-00304,2023-10-17,South,USB Hub,CUST-0042,13.0,34.65,450.45,135.13
